product_number	produkt_name	hersteller	stock	available_stock	active	manufacturer_number	brutto_preis	varianten	created_at
8190EURDPRO	Master Lock 8190EURDPRO Kabelschloss mit individuell einstellbarem, selbstleuchtendem Zahlenschloss	Master Lock	3	3	1	8190EURDPRO	NULL	0	2019-03-13 00:00:00.000
8195DPROLW	Master Lock 8195EURDPROLW Bügelschloss aus gehärtetem Stahl	Master Lock	18	18	1	8195EURDPROLW	NULL	0	2020-05-27 00:00:00.000
8195EURDPRO	Master Lock 8195EURDPRO Bügelschloss aus gehärtetem Stahl	Master Lock	5	5	1	8195EURDPRO	NULL	0	2019-03-13 00:00:00.000
8195EURDPROLWREF	Master Lock 8195EURDPROLWREF Bügelschloss aus gehärtetem Stahl, reflektierend	Master Lock	8	8	0	8195EURDPROLWREF	NULL	0	2019-03-13 00:00:00.000
8195EURDPROREF	Master Lock 8195EURDPROREF Bügelschloss aus gehärtetem Stahl, reflektierend	Master Lock	0	0	0	8195EURDPROREF	NULL	0	2019-03-13 00:00:00.000
8200EURDPRO	Master Lock 8200EURDPRO Handschellenschloss mit einem Gelenk	Master Lock	2	2	1	8200EURDPRO	NULL	0	2019-03-13 00:00:00.000
8218EURDPS	Master Lock 8218EURDPS Panzerkabelschloss mit Schlüssel 2 m lang	Master Lock	0	0	1	8218EURDPS	NULL	0	2019-03-13 00:00:00.000
8226EURDPRO	Master Lock 8226EURDPRO Panzerkabelschloss mit individuell einstellbarem Zahlenschloss 1 m lang	Master Lock	1	1	1	8226EURDPRO	NULL	0	2019-03-13 00:00:00.000
8228EURDPROSM	Master Lock 8228EURDPROSM Panzerkabelschloss mit Schlüssel 1 m lang	Master Lock	-1	-1	1	8228EURDPROSM	NULL	0	2019-03-13 00:00:00.000
8229EURDPRO	Master Lock 8229EURDPRO Kabelschloss mit individuell einstellbarem Zahlenschloss 90 cm lang	Master Lock	1	1	1	8229EURDPRO	NULL	0	2019-03-13 00:00:00.000
8232EURDPRO	Master Lock 8232EURDPRO Kabelschloss mit Schlüssel 1,8 m lang	Master Lock	2	2	1	8232EURDPRO	NULL	0	2019-03-13 00:00:00.000
8234EURDPRO	Master Lock 8234 Kette aus gehärtetem Stahl mit einem Mini-U-Schloss inkl. Schlüssel	Master Lock	7	7	1	8234EURDPRO	NULL	0	2019-03-13 00:00:00.000
8242EURDPRO	Master Lock 8242EURDPRO Aufbewahrungstasche für Fahrradschlösser	Master Lock	3	3	0	8242EURDPRO	NULL	0	2020-05-09 00:00:00.000
8271EURDAT	Master Lock 8271EURDAT 4,5 m Schlaufenkabel, inkl. wetterbeständigem Vorhangschloss und Wandanker	Master Lock	2	2	1	8271EURDAT	NULL	0	2019-03-13 00:00:00.000
8274EURDPRO	Master Lock 8274EURPRO Bügelschloss aus gehärtetem Stahl	Master Lock	3	3	1	8274EURDPRO	NULL	0	2019-03-13 00:00:00.000
8275EURDPROBLK	Master Lock Street Cuff 8275EURDPRO Schellen-Kabelschloss mit Schlüssel	Master Lock	43	43	1	8275EURDPROBLK	NULL	0	2021-11-18 00:00:00.000
8275EURDPROBLU	Master Lock Street Cuff 8275EURDPRO Schellen-Kabelschloss mit Schlüssel	Master Lock	0	0	1	8275EURDPRO	NULL	0	2022-05-03 00:00:00.000
8275EURDPROG	Master Lock Street Cuff 8275EURDPRO Schellen-Kabelschloss mit Schlüssel	Master Lock	0	0	0	8275EURDPRO	NULL	0	2019-03-13 00:00:00.000
8275EURDPROR	Master Lock Street Cuff 8275EURDPRO Schellen-Kabelschloss mit Schlüssel	Master Lock	0	0	0	8275EURDPROR	NULL	0	2022-04-28 00:00:00.000
8278EURDPRO	Master Lock 8278EURDPRO Bügelschloss aus gehärtetem Stahl	Master Lock	2	2	1	8278EURDPRO	NULL	0	2019-03-13 00:00:00.000
8279EURDPRO	Master Lock 8279EURDPRO Bügelschloss aus gehärtetem Stahl	Master Lock	8	8	1	8279EURDPRO	NULL	0	2019-03-13 00:00:00.000
8285EURDPRO	Master Lock 8285EURDPRO Bügelschloss aus gehärtetem Stahl, inkl. Kabelschloss mit Schlaufen an den E	Master Lock	1	1	1	8285EURDPRO	NULL	0	2019-03-13 00:00:00.000
8290EURDPRO	Master Lock Street Cuff 8290EURDPRO Handschellenschloss mit 9 Gelenken	Master Lock	23	23	1	8290EURDPRO	NULL	0	2019-03-13 00:00:00.000
8291EURDPS	Master Lock 8291EURDPS Kette aus gehärtetem Stahl mit integriertem Schloss und Schlüssel 1 m lang	Master Lock	0	0	1	8291EURDPS	NULL	0	2019-03-13 00:00:00.000
8292EURDPSCC	Master Lock 8292EURDPS Kette aus gehärtetem Stahl	Master Lock	0	0	1	8292EURDPSCC	NULL	0	2019-03-13 00:00:00.000
8303EURDPS	Master Lock 8303EURDPS Scheibenbremsenschloss mit Stahlbügel, 5 cm	Master Lock	4	4	1	8303EURDPS	NULL	0	2019-03-13 00:00:00.000
8304EURDPS	Master Lock 8304EURDPS Scheibenbremsenschloss mit Stahlbügel, 10 cm	Master Lock	-2	-2	0	8304EURDPS	NULL	0	2019-03-13 00:00:00.000
8390EURDPRO	Master Lock 8390EURDPRO Vorhängeschloss aus beschichtetem Stahl mit Kette aus gehärtetem Stahl 90 cm	Master Lock	11	11	1	8390EURDPRO	NULL	0	2019-03-13 00:00:00.000
8390EURDPROCOLB	Master Lock 8390EURDPRO Vorhängeschloss aus beschichtetem Stahl mit Kette aus gehärtetem Stahl 90 cm	Master Lock	0	0	1	8390EURDPROCOLB	NULL	0	2019-03-13 00:00:00.000
8390EURDPROCOLG	Master Lock 8390EURDPRO Vorhängeschloss aus beschichtetem Stahl mit Kette aus gehärtetem Stahl 90 cm	Master Lock	0	0	1	8390EURDPROCOLG	NULL	0	2019-03-13 00:00:00.000
8390EURDPROCOLR	Master Lock 8390EURDPRO Vorhängeschloss aus beschichtetem Stahl mit Kette aus gehärtetem Stahl 90 cm	Master Lock	-1	-1	1	8390EURDPROCOLR	NULL	0	2019-03-13 00:00:00.000
8390EURDPROCOLY	Master Lock 8390EURDPRO Vorhängeschloss aus beschichtetem Stahl mit Kette aus gehärtetem Stahl 90 cm	Master Lock	0	0	1	8390EURDPROCOL	NULL	0	2019-03-13 00:00:00.000
8391EURDPRO	Master Lock 8391EURDPRO Kette aus gehärtetem Stahl mit einem integrierten Schloss mit Schlüssel 90 c	Master Lock	80	80	1	8391EURDPRO	NULL	0	2019-03-13 00:00:00.000
8391EURDPROCOLB	Master Lock 8391EURDPRO Stahlkette mit einem integrierten Schloss mit Schlüssel 90 cm lang, Farbe bl	Master Lock	10	10	1	8391EURDPROCOLB	NULL	0	2022-03-10 00:00:00.000
8391EURDPROCOLG	Master Lock 8391EURDPRO Stahlkette mit einem integrierten Schloss mit Schlüssel 90 cm lang, Farbe gr	Master Lock	11	11	1	8391EURDPROCOLG	NULL	0	2022-03-10 00:00:00.000
8391EURDPROCOLR	Master Lock 8391EURDPRO Stahlkette mit einem integrierten Schloss mit Schlüssel 90 cm lang, Farbe ro	Master Lock	11	11	1	8391EURDPROCOLR	NULL	0	2022-03-10 00:00:00.000
8392EURDPRO	Master Lock 8392EURPRO Kette aus gehärtetem Stahl mit integriertem individuell einstellbaren Kombina	Master Lock	6	6	1	8392EURDPRO	NULL	0	2019-03-13 00:00:00.000
83JZ3	Individuelle Schliessanlage DOM Twinstar Nr: 83JZ3	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-04-16 00:00:00.000
8417EURDPRO	Master Lock 8417EURDPRO verstellbares Verschlusskabel 1,8 m lang	Master Lock	48	48	1	8417EURDPRO	NULL	0	2019-03-13 00:00:00.000
8418EURD	Master Lock 8418EURD 1,8 m langes, verstellbares Python™ Kabel mit integriertem Schloss mit 8 mm Durchmesser	Master Lock	9	9	1	8418EURD 	NULL	0	2026-01-12 12:23:03.885
8420EURD	Master Lock 8420EURD verstellbares Verschlusskabel, 4,5 m	Master Lock	14	14	1	8420EURD	NULL	0	2019-03-13 00:00:00.000
8428EURDPRO	Master Lock 8428EURDPRO verstellbares Verschlusskabel 1,8 m lang	Master Lock	1	1	1	8428EURDPRO	NULL	0	2019-03-13 00:00:00.000
8433EURD	Master Lock 8433EURD verstellbares Verschlusskabel, 1,8 m	Master Lock	9	9	1	8433EURD	NULL	0	2019-03-13 00:00:00.000
855537	Schlüsselkasten mit Hebezylinder, 125 Haken, grau, KBV	KBV	0	0	0	855537	NULL	0	2021-03-08 00:00:00.000
855548	Schlüsselkasten mit Hebezylinder, 48 Haken, grau, KBV	KBV	0	0	0	55548	NULL	0	2021-03-08 00:00:00.000
855556	Schlüsselschrank, vorgerichtet für Profilhalbzylinder, 200 Haken, lichtgrau	KBV	2	2	0	55556	NULL	0	2021-03-08 00:00:00.000
855584	Schlüsselkasten mit Hebezylinder, 84 Haken, grau, KBV	KBV	0	0	0	55584	NULL	0	2021-03-08 00:00:00.000
85A6S0	Individuelle Schließanlage 85A6S0	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
85T6A2	Individuelle Schließanlage 85T6A2	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
86VEAE	Individuelle Schließanlage 86VEAE	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
8743-0272	Schutz-Wechselgarnitur edi "LOGO" 8743/0272, PZ 72mm, Nuss 8mm, Schutzlangschild, Edelstahl	EDI	0	0	0	NULL	NULL	0	2020-08-23 00:00:00.000
8743-0292	Schutz-Wechselgarnitur edi "LOGO" 8743/0292, PZ 92mm, Nuss 10mm, Schutzlangschild, Edelstahl	EDI	0	0	0	NULL	NULL	0	2020-08-23 00:00:00.000
8743-9203	Schutz-Drückergarnitur edi "LOGO" 8743/9203, PZ 92mm, Nuss 10mm, Schutzlangschild, Edelstahl	EDI	0	0	0	NULL	NULL	0	2020-08-23 00:00:00.000
8743/7203	Schutz-Drückergarnitur edi "LOGO" 8743/7203, PZ 72mm, Nuss 8mm, Schutzlangschild, Edelstahl	EDI	0	0	0	8745/7203/00	NULL	0	2020-08-23 00:00:00.000
87430272	Schutz-Wechselgarnitur edi "LOGO" 8743/0272, PZ 72 mm, Nuss 8 mm, Schutzlangschild, Edelstahl	EDI	3	3	1	8743/0272/00	NULL	0	2021-03-25 00:00:00.000
87430292	Schutz-Wechselgarnitur edi "LOGO" 8743/0292, PZ 92 mm, Nuss 10 mm, Schutzlangschild, Edelstahl	EDI	0	0	1	8743/0292/00	NULL	0	2021-03-25 00:00:00.000
87437203	Schutz-Drückergarnitur edi "LOGO" 8743/7203, PZ 72 mm, Nuss 8 mm, Schutzlangschild, Edelstahl	EDI	0	0	1	8743/7203/00	NULL	0	2021-03-25 00:00:00.000
87439203	Schutz-Drückergarnitur edi "LOGO" 8743/9203, PZ 92 mm, Nuss 10 mm, Schutzlangschild, Edelstahl	EDI	0	0	1	8743/9203/00 	NULL	0	2021-03-25 00:00:00.000
8745/7203	EDI Schutzgarnitur Logo 8745/7203 VA EST 72mm 35-45mm 	EDI	5	5	1	8745/7203/00	NULL	0	2025-01-15 09:42:43.238
87450292	Schutz-Wechselgarnitur edi "LOGO" 8745/0292, PZ 92 mm, ZA, Nuss 10 mm, Schutzlangschild, Edelstahl	EDI	2	2	1	87450292	NULL	0	2021-10-05 00:00:00.000
87459203	Schutz-Drückergarnitur edi "LOGO" 8743/0292, PZ 92 mm, ZA, Nuss 10 mm, Schutzlangschild, Edelstahl	EDI	3	3	1	87459203	NULL	0	2021-10-05 00:00:00.000
87JIKN	Individuelle Schließanlage 87JIKN	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
88633-10	Dreikant Dornschlüssel, 10 mm	KBV	19	19	1	NULL	NULL	0	2021-04-01 00:00:00.000
88633-6	Dreikant Dornschlüssel, 6,5 mm	KBV	17	17	1	NULL	NULL	0	2021-03-08 00:00:00.000
88633-7	Dreikant Dornschlüssel, 7 mm	KBV	44	44	1	NULL	NULL	0	2021-03-08 00:00:00.000
88633-8	Dreikant Dornschlüssel, 8 mm	KBV	52	52	1	NULL	NULL	0	2021-03-08 00:00:00.000
88633-9	Dreikant Dornschlüssel, 9 mm	KBV	62	62	1	NULL	NULL	0	2021-03-08 00:00:00.000
88634	Vierkant Dornschlüssel, 8 mm	NULL	58	58	1	62333	NULL	0	2021-03-08 00:00:00.000
88635	Vierkant Dornschlüssel, 7 mm	KBV	24	24	1	62332	NULL	0	2021-03-08 00:00:00.000
88636-10	Vierkant Dornschlüssel, 10 mm	KBV	19	19	1	125936	NULL	0	2021-03-08 00:00:00.000
8868XP	Individuelle Schließanlage 8868XP	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
889MB	Individuelle Schliessanlage DOM ix Twido Nr: 889MB	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-07-24 00:00:00.000
8BBQIF	Individuelle Schließanlage 8BBQIF	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
8GZ0O	Individuelle Schliessanlage  Winkhaus X-TRA Nr: 8GZ0O	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-18 00:00:00.000
8IHVYO	Individuelle Schließanlage 8IHVYO	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
8JSM6X	Individuelle Schließanlage 8JSM6X	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
8KYJ5N	Individuelle Schließanlage 8KYJ5N	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
8O0NO	Individuelle Schliessanlage  Winkhaus X-TRA Nr: 8O0NO	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-07-08 00:00:00.000
8O1U9V	Individuelle Schließanlage 8O1U9V	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
8VB6LR	Individuelle Schließanlage 8VB6LR	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
8X0E9D	Individuelle Schließanlage 8X0E9D	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
9000490124	Schake Absperrpfosten Typ 470UZB, umlegbar, zum Aufdübeln, mit Profilzylinder, Stahlrohr 70x70 mm, 9	Schake	0	0	0	470UZB	NULL	0	2020-05-27 00:00:00.000
9006072086509	Rottner Paketbriefkasten Paketbox Parcel Keeper schwarz	Rottner Tresor GmbH	0	0	1	T05766	NULL	0	2025-10-28 10:52:51.706
9006072089012	Rottner Stand Paketbriefkasten Parcel Keeper 1000	Rottner Tresor GmbH	0	0	1	T05781	NULL	0	2025-11-06 11:00:31.328
9006072226103	Rottner Elektronik Möbeltresor SALTO-Schloss	Rottner Tresor GmbH	0	0	1	T06534	NULL	0	2025-10-28 14:04:07.289
9080502	Schutz-Wechselgarnitur Hoppe "Birmingham" 78G/2221A/2440/1117, 72 mm PZ, Nuss 8 mm, Schutz-Langschil	Hoppe	4	4	1	3958791	NULL	0	2020-04-17 00:00:00.000
90DSPT	Masterlock Abzugsverriegelung für Gewehr 90DSPT mit Schlüssel	Master Lock	4	4	1	90DSPT	NULL	0	2019-10-22 00:00:00.000
9120EURQCOLNOP	Master Lock Vorhangschloss 9120EURQCOL mit massivem Aluminiumgehäuse und Abdeckung, 4 Stück gleichsc	Master Lock	4	4	1	9120EURQCOLNOP	NULL	0	2019-10-22 00:00:00.000
9140EURDBLK	Master Lock Vorhangschloss 9140EURDBLK mit massivem Aluminiumgehäuse und Abdeckung	Master Lock	1	1	1	9140EURDBLK	NULL	0	2019-10-22 00:00:00.000
9140EURDBLKLH	Master Lock Vorhangschloss 9140EURDBLK mit massivem Aluminiumgehäuse und 51 mm hohem Bügel	Master Lock	3	3	1	9140EURDBLKLH	NULL	0	2019-10-22 00:00:00.000
9140EURQBLKNOP	Master Lock Vorhangschloss 9140EUR, 4 Stück gleichschließend	Master Lock	1	1	1	9140EURQBLKNOP	NULL	0	2019-03-13 00:00:00.000
9140EURTBLK	Master Lock Vorhangschloss 9140EURTBLK	Master Lock	4	4	1	9140EURTBLK	NULL	0	2019-10-22 00:00:00.000
9150EURDBLK	Master Lock Vorhangschloss 9150EURDBLK mit massivem Aluminiumgehäuse und Abdeckung	Master Lock	4	4	1	9150EURDBLK	NULL	0	2019-10-22 00:00:00.000
9160EURD	Master Lock Vorhangschloss 9160EURD mit massivem Aluminiumgehäuse	Master Lock	4	4	1	9160EURD	NULL	0	2019-10-22 00:00:00.000
9342LN	Individuelle Schließanlage 9342LN	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
93958295CB	AXA DWN 50 USB FRONT	AXA Bike Security	6	6	1	93958295CB	NULL	0	2023-06-12 00:00:00.000
93959295CB	AXA DWN 50 USB SET W.SIGNAL REAR LIGHT	AXA Bike Security	4	4	1	93959295CB	NULL	0	2023-06-12 00:00:00.000
94DSPT	Masterlock Abzugsverriegelung für Gewehr 94DSPT mit individueller Zahlenkombination	Master Lock	1	1	1	94DSPT	NULL	0	2019-10-22 00:00:00.000
94I2K2	Individuelle Schließanlage 94I2K2	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
952SST	Individuelle Schließanlage 952SST	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
96GEC	Individuelle Schliessanlage DOM Twinstar Nr: 96GEC	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-03-17 00:00:00.000
96NJR9	Individuelle Schließanlage 96NJR9	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
9867LK	Individuelle Schließanlage 9867LK	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
98H6KC	Individuelle Schließanlage 98H6KC	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
99900013	AXA Safety Set | Dwn 50 set + Absolute C5-90 |	AXA Bike Security	28	28	1	99900013	NULL	0	2023-12-19 00:00:00.000
9CHUO	Individuelle Schliessanlage DOM RS Sigma plus Nr: 9CHUO	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-01-02 00:00:00.000
9E6CU	Individuelle Schliessanlage  Winkhaus X-TRA Nr: 9E6CU	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2024-03-11 00:00:00.000
9FEYX1	Individuelle Schließanlage 9FEYX1	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
9FW1TJ	Individuelle Schließanlage 9FW1TJ	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
9FY5E1	Individuelle Schließanlage 9FY5E1	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
9MU3FN	Individuelle Schließanlage 9MU3FN	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
9ONEW	Individuelle Schliessanlage  Winkhaus X-TRA Nr: 9ONEW	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-01-29 00:00:00.000
9PUXQS	Individuelle Schließanlage 9PUXQS	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
9PZG3	Individuelle Schliessanlage DOM Twinstar Nr: 9PZG3	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-12 00:00:00.000
9SFBR	Individuelle Schliessanlage DOM ix Twido Nr: 9SFBR	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-03-24 00:00:00.000
9U80UF	Individuelle Schließanlage 9U80UF	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
9VS8PO	Individuelle Schließanlage 9VS8PO	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
9XHHNH	Individuelle Schließanlage 9XHHNH	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
9YS4U6	Individuelle Schließanlage 9YS4U6	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
A0VS0	Individuelle Schliessanlage  Winkhaus X-TRA Nr: A0VS0	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-06-01 00:00:00.000
A100381101G	SSF WC-Einsteckschloss ES 10 55/78/8 Stulp 18x235mm rd. silber Din Links	SSF	-50	-50	1	NULL	NULL	0	2022-02-08 00:00:00.000
A100381102G	SSF WC-Einsteckschloss ES 10 55/78/8 Stulp 18x235mm rd. silber Din Rechts	SSF	-50	-50	1	NULL	NULL	0	2022-02-08 00:00:00.000
A22RPJ	Individuelle Schließanlage A22RPJ	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
A2N25K	Individuelle Schließanlage A2N25K	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
A2VER	Individuelle Schliessanlage DOM ix Twido Nr: A2VER	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-22 00:00:00.000
A2YZVB	Individuelle Schließanlage A2YZVB	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
A6FIQ	Individuelle Schliessanlage DOM RS Sigma plus Nr: A6FIQ	Becker Sicherheitstechnik GmbH	0	0	0	NULL	NULL	0	2022-01-24 00:00:00.000
A8EC3X	Individuelle Schließanlage A8EC3X	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
AA34D2	Individuelle Schließanlage AA34D2	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
AAW5X	Individuelle Schliessanlage DOM Twinstar Nr: AAW5X	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-03-03 00:00:00.000
ABUS-220/70VS	ABUS Diskus-Hangschloss 220/70	Abus	2	2	1	82395	NULL	0	2024-12-23 13:38:55.040
ABUS-466BM/40glM	ABUS Vorhangschloss Strandkorb 466BM/40	Abus	0	0	1	NULL	NULL	2	2025-04-04 11:28:53.790
ABUS-64TI/30VS	ABUS Vorhangschloss Titalium 64TI/30	Abus	7	7	1	77581	NULL	0	2025-01-09 15:20:30.140
ABUS-64TI/40VS	ABUS Vorhangschloss Titalium 64TI/40	Abus	65	65	1	79474	NULL	0	2025-01-08 09:29:05.596
ABUS-64TI/50VS	ABUS Vorhangschloss Titalium 64TI/50	Abus	39	39	1	56399	NULL	0	2024-12-23 10:15:36.615
ABUS-64TI/60VS	ABUS Vorhangschloss Titalium 64TI/60	Abus	12	12	1	56964	NULL	0	2024-12-23 12:07:14.201
ABUS-76770	Abus Panzerriegel PR2660 W mit Zylinder	Abus	5	5	1	76770	NULL	0	2023-05-26 00:00:00.000
ABUS-76772	Abus Panzerriegel PR2660 W ohne Zylinder	Abus	2	2	1	76772	NULL	0	2023-05-26 00:00:00.000
ABUS-787SMART	ABUS 787 KEYGARAGE™ One Wandmontage	Abus	5	5	1	63824	NULL	0	2025-04-03 11:48:22.205
ABUS-82TI/70	ABUS Vorhangschloss Titalium 82TI/70	Abus	9	9	1	24673	NULL	0	2025-02-06 14:50:52.204
ABUS-86TI/45PHZ	ABUS Vorhangschloss Titalium 86TI/45	Abus	-1	-1	1	27778	NULL	0	2025-01-08 10:59:07.050
ABUS-90RK/50	ABUS Vorhangschloss TITALIUM™ 90RK/50	Abus	2	2	1	55292	NULL	0	2024-12-23 14:15:56.266
ABUS-BORDO6000	ABUS BORDO™ One 6000AF/120 black SH Finger Print	Abus	1	1	1	99434	NULL	0	2025-03-17 12:26:57.029
ABUS-CFA4100BL	ABUS Türschlossantrieb LOXERIS™ One CFA4100 schwarz	Abus	3	3	1	98619	NULL	0	2025-04-07 14:14:22.196
ABUS-CFA4100W	ABUS Türschlossantrieb LOXERIS™ One CFA4100 weiß	Abus	3	3	1	98617	NULL	0	2025-04-07 12:47:30.727
ABUS-CFF3100BL	ABUS Bluetooth®-Fernbedienung HomeTec Pro CFF3100 schwarz	Abus	4	4	1	88315	NULL	0	2025-04-04 08:46:10.207
ABUS-CFT3100W	ABUS Bluetooth®-Tastatur HomeTec Pro CFT3100 weiß	Abus	5	5	1	88313	NULL	0	2025-04-03 14:37:18.910
ABUS-CFW4100W	ABUS WLAN-Bridge BRIDGE One CFW4100 weiß	Abus	3	3	1	98767	NULL	0	2025-04-02 14:20:29.351
ABUS-Combo29/70	Abus Diskus® Combo 29/70 Zahlenschloss	Abus	8	8	1	10040905-01	NULL	0	2025-11-27 14:36:17.110
ABUS-CSS3000W	ABUS Sichtschutz Funk-Tastatur HomeTec Pro CSS3000 weiß	Abus	5	5	1	73362	NULL	0	2025-04-04 07:53:38.515
ABUS-FCA4100W	ABUS Fensterantrieb WINTECTO™ One FCA4100 W AL0125	Abus	5	5	1	985287	NULL	0	2025-04-03 13:07:03.368
AC4O1I	Individuelle Schließanlage AC4O1I	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
AD893	Individuelle Schliessanlage DOM ix Twido Nr: AD893	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2023-10-28 00:00:00.000
AFO6JD	Individuelle Schließanlage AFO6JD	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
AGPYC	Individuelle Schliessanlage DOM ix Twido Nr: AGPYC	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-19 00:00:00.000
AJJ7J	Individuelle Schliessanlage  Winkhaus X-TRA Nr: AJJ7J	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-07-14 00:00:00.000
AJNLAV	Individuelle Schließanlage AJNLAV	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
AKKUD	Individuelle Schliessanlage DOM RS Sigma plus Nr: AKKUD	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-07-15 00:00:00.000
AKQMQA	Individuelle Schließanlage AKQMQA	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
ALEG1A	Individuelle Schließanlage ALEG1A	NULL	0	0	1	NULL	NULL	0	2024-01-01 08:17:05.000
AM0WK1	Individuelle Schließanlage AM0WK1	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
AM649	Individuelle Schliessanlage DOM RS Sigma plus Nr: AM649	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-01-03 00:00:00.000
AMAE9	Individuelle Schliessanlage DOM Twinstar Nr: AMAE9	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-11-24 00:00:00.000
AMG84R	Individuelle Schließanlage AMG84R	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
AN6O94	Individuelle Schließanlage AN6O94	NULL	0	0	1	NULL	NULL	0	2024-01-01 08:17:05.000
ANEXG	Individuelle Schliessanlage  Winkhaus X-TRA Nr: ANEXG	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-03-03 00:00:00.000
ANTCUW	Individuelle Schließanlage ANTCUW	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
AOCPF	Individuelle Schliessanlage DOM ix Twido Nr: AOCPF	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-11-15 00:00:00.000
AP902	Individuelle Schliessanlage  Winkhaus X-TRA Nr: AP902	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-08-18 00:00:00.000
AP9IE	Individuelle Schliessanlage DOM RS Sigma plus Nr: AP9IE	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2024-04-08 00:00:00.000
AQFIO	Individuelle Schliessanlage DOM RS Sigma plus Nr: AQFIO	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-07-03 00:00:00.000
AR6KH	Individuelle Schliessanlage DOM ix Twido Nr: AR6KH	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2023-12-09 00:00:00.000
